id;name;sex
79950;Vincent Millet;M
62810;Oliver Korn;M
85668;Carine Ngarlemdana;F
37477;Izumi Fujii;M
88706;Luis Oliva;M
49915;Georg Friedrich Hrger;M
105148;Clara Snchez;F
114301;Constantin Stnescu;M
77638;Troy McIntosh;M
38967;Renato Gapar;M
107264;"Johann ""Hans"" Schneider";M
100829;Hilde Synnve Riis;F
103651;Arne Rustadstuen;M
72941;Marcelo Magalhes Machado;M
100776;Mara Romary Rifka Gonzlez;F
109176;Nayana Shakya;F
34528;Sisaye Feleke;M
49590;Sigurd Holter;M
84534;"Timothy Francis ""Tim"" Nardiello";M
121243;Abraham Torres;M
49288;Mikko Nestori Hokka;M
36427;Jean Aurea Foster;F
97206;Uwe Gerhard Proske;M
42768;Angeliki Gremou;F
124198;"Wijnand ""Wil"" van Beveren";M
117157;Henry Louis Victor Swire;M
63189;Andriy Mykolaiovych Kotelnyk;M
113137;Song Nina;F
97449;Monica Puig Marchn;F
62283;Dvid Kolozr;M
95559;Elizabeth Francesca Poblete Fernndez;F
104188;Maulwi Saelan;M
82737;Stephen Ogochukwu Ogochukwu Mozia;M
110860;Ivan Bertil Simonsson;M
92968;Oscar Penagos;M
127577;Juris Vovoks;M
132139;Amiri Prasad Yadav;M
90977;iga Pance;M
116624;Andrzej Supron;M
114789;Martin Steinegger;M
77642;Graeme John Robert McIntyre;M
110307;Arlenis Sierra Caadilla;F
63934;Kaido Kreen;M
67447;Larisa Yevgenyevna Lazutina (Ptitsyna-);F
83668;Amar Musi;M
132555;Yang Xiaojun;F
97581;Previin Dagvasren;M
82274;James Stuart Milner Morris;M
63476;"James W. ""Jamie"" Koven";M
50862;Edna Tildesley Hughes (-Redwood);F
73315;"Julius Hermanus ""Jules"" Maenen";M
57147;Shizo Kanakuri;M
116939;Carl-Enock Svensson;M
57652;Stefan Bjrn Ingvar Karlsson;M
89921;Niall O'Toole;M
123676;Ellina Olegovna Uzhakhova;F
107176;Jean Schmit;M
133739;Aleksander Marian Zajczkowski;M
98438;Kim Raisner;F
32165;Moustafa El-Shalakani;M
87520;Stone Nyirenda;M
55481;William Johnson;M
36679;Robin Francis;M
121045;Carlo Toniatti;M
109648;Dmitry Igoryevich Shevchenko;M
58333;Kenneth Murray Keating;M
96465;Viktoriya Volodymyrivna Potiekhina;F
37778;Omar Mahmud Sayyid Gaber;M
101190;Anton Yordanov Rizov;M
104666;Antonio Manuel Salcedo;M
31217;Jos Luis Ebatela Nvo;M
133134;Takahisa Yoshida;M
96956;Mitic Pricop;M
48641;Danel Hilmarsson;M
104418;Haruka Saito;F
109836;Luiz Juniti Shinohara;M
121278;Jorge Emmanuel Torres Nilo;M
56080;Regina Joyce (-Bonney);F
132433;Shino Yanagisawa;F
78986;Rowel Merto;M
46549;Mitsuhide Hata;M
35607;"Alfred Lord ""Al"" Fitch";M
119184;Martha Tenorio Pancar;F
93059;"Christopher Gore ""Chris"" Penny";M
117867;Asako Tajimi;F
41180;Manuela Goller;F
108890;Mario Serrano Escobar;M
39350;Georg Gehring;M
42163;Giovanni Graber;M
56104;Arne Jrgensen;M
134211;Jos Carlos Cracco Neto;M
98629;Alberto Ramrez;M
58626;Caren Marie Alexis Kemner;F
51494;Gaetano Iannuzzi;M
42468;Tina Grassow;F
32791;Mathias Erang;M
74825;Claudio Marchisio;M
74732;Stephon Xavier Marbury;M
100086;Bernardo Cardoso Resende Alves;M
100724;Arnold O. Riegger;M
89728;"Martinus Bernardus ""Tinus"" Osendarp";M
36655;Leo Marino Franciosi;M
101507;Mercedes Roca Arias;F
111129;Randhir Singh Ji;M
99925;Ren Qin;M
56990;Iryna Volodymyrivna Kalymbet;F
112483;Tomislav Smoljanovi;M
104539;Nataliya Alekseyevna Sakharuk (-Meshkova);F
134622;Zhang Zhehui;F
114507;Gudula Staub (-Krause);F
100373;Juan Riba Guix;M
128692;Thomas Wapp;M
114407;Boo Starevi;M
74249;Sakina Mamedova;F
106697;Rmi Xavier Schelcher;M
106289;Sara Savoia;F
104108;Jorge Sacom;M
56448;Ariya Jutanugarn;F
97466;Montserrat Pujol Joval;F
54210;Vladimir Jeli;M
126029;Henri William Joseph Verhavert;M
104877;Claude Saluden;M
96752;Nadia Prasad (Bernard-);F
96546;Manolo Poulot Ramos;M
92134;Darvis Darell Patton;M
55420;Lawrence Clayton Johnson;M
123834;Oleksiy Borysovych Vakulenko;M
116125;Nizam-ud-din Subhani;M
127228;Roman Mykhailovych Volodkov;M
64080;Eivin Kristensen;M
35068;Per Ferskaug;M
57126;Valentina Kamsulyeva;F
56432;Andrew Justice;M
46941;He Yanzhu;M
113686;Rosemary Sparrow;F
83472;Ross Murdoch;M
120375;Plamen Dimchev Timchev;M
82801;Jacques Mrozek;M
80109;Fayadh L. Minati;M
127640;Danille Esmeralda Vriezema;F
92256;Francesca Pavan;F
86665;Axel Noack;M
133832;Bogdan Zalewski;M
93978;Georgi Petkov;M
62125;Marija Kolaroska;F
82208;Francesca Morotti;F
111042;"Grahanandan Nandy ""G. Nandy"" Singh";M
119687;Karl Thierfelder;M
44456;Paul Vincent Nicholas Haarhuis;M
92541;Luis Pecchenino Gil;M
80294;Nikola Miroti Stajovi;M
76337;Bernardin Ledoux Kingue Matam;M
40313;James Wren Gilkes;M
70233;Carol Oskar Eugen Lindroos;M
41909;Katrina-Lee Gorry;F
81973;Robeiro Fernando Moreno Gaviria;M
77358;"William David Robert ""Billy"" McConnell";M
53229;Gunilla Gerd Irene Jacobsson (-Sjstrm);F
70797;Lkhagvasrengiin Otgonbaatar;M
135189;"Hendrik Gerardes Jozef ""Joop"" Zoetemelk";M
117064;Robert Swan;M
82957;Vera Mukhanova;F
132348;Mitsuo Yamane;M
89087;James Omondi;M
82509;Tatyana Motkova (-Babashkina);F
42434;Stephanie Grant;F
127664;Emilia Alina Vuc;F
101461;Paul Robinson;M
121892;Philip H. Tribley;M
51263;Erik Husted;M
116611;Alfons Supersaxo;M
131898;Markus Wst;M
72403;Eric Luoma;M
71095;Antti Olavi Loikkanen;M
72754;Ma Ying;F
128706;James Bernard Ward;M
106840;Alberto Schieppati;M
114805;Josef Steiner;M
43880;Finn Harry Gundersen;M
121578;Ji Toika;M
134278;Jan elezn;M
49795;Simon Edward Charles Hoogewerf;M
74362;Paul Camille Albert Mandrillon;M
95912;Estavana Polman;F
92148;Gza Pauer;M
95665;Aleksey Pogorelov;M
132465;"Hee-Young ""Amy"" Yang";F
107751;Gustav Schrger;M
110309;Fernando de Jesus Sierra Orrego;M
72345;Erik Gunnar Teoder Lundqvist;M
116380;Sean Sullivan;M
51097;William Langwill Hunter;M
93398;Rodolfo Prez;M
78275;Horst Meindl;M
114544;Eleni Stavridou;F
42006;Jim Gottfridsson;M
90302;Ali zdemir;M
73880;Kari Tapani Mkinen;M
61409;Aleksander Dominik Kak;M
40316;Andrew Michael Gill;M
99602;"Gerardus ""G"" Regter";M
129626;Christian Wenger;M
79488;Paul Midgley;M
35887;Vasile Florea;M
118785;Michael Tauson;M
92893;Aldo Pellizzoni;M
65913;Mohamed Lahcen;M
60026;Kim Jeong-Eun;F
102952;Konstantinos Roumbesis;M
131666;Monika Izabela Woowiec;F
89842;Elisabeth Ostermeyer (-Schmidt);F
93263;Adrien Perez;M
97584;Purevjavyn nrbat;M
34928;Erika Ferraioli;F
99097;Rodolpho Maria Rath;M
38285;Annapia Gandolfi;F
117292;Ian Syster;M
70515;Emily Little;F
49904;Mykola Volodymyrovych Hordiychuk;M
84485;Tom Nanne;M
107299;Walter Schneider;M
75882;Ana Martins;F
66810;Kaare Oliver Larsen;M
41872;Lidia Gorlin;F
110945;Sin Song-Hui;F
46255;Nathan Hart;M
90743;Kateryna Borysivna Palekha;F
131604;Matthias Wrndle;M
117478;Kazimierz Wodzimierz Szempliski;M
70353;"Danielle ""Dani"" Rodrigues Lins";F
124371;Patrick Arnoud van der Heijden;M
91130;Michelle Ann Panter;F
103951;Zaki Saad al-Dine;M
86204;Svetlana Dmitriyevna Nikishina (-Kunysheva);F
84737;Darya Sergeyevna Naumova;F
84062;Jun Nagai;M
68504;Simo Mikko Yrjn Leinonen;M
44255;Elisabeta Guzganu-Tufan;F
83638;Shag Musa Medani;M
72431;Gheorghe Lupu;M
105768;Pter Srfalvi;M
131146;James Withey;M
89864;Milica Ostoji;F
70717;Michele Liuzzi;M
106074;John Charles Satterwhite;M
71057;"James Brian ""Jim"" Logue";M
123942;Armando Valente;M
118901;"Jacob ""Jack"" Taylor";M
47609;Victor Hendrix;M
92377;Tadeusz Pawlusiak;M
110507;Emanuel Eduardo Pimenta Vieira da Silva;M
96521;Jerzy Andrzej Potz;M
113878;Vanessa Chefer Spnola;F
110139;Daniel Tornado Sibandze;M
68228;Wouter Leefers;M
34615;Feng Niehhwa;M
52717;Grete Ittlinger;F
90632;Dirk-Achim Pajonk;M
80587;Teruko Miyamoto;F
71241;Tom George Longstaff;M
108393;Yoshifumi Seki;M
58970;Gusztv Kettesi (Kreiter-);M
109777;Fujio Shimizu;M
45633;Inga Monica Agneta Hannerz (-Hylln);F
34314;Barthlmy Favodon;M
63603;Lszl Kozma;M
45601;Robert Peter Hanlin;M
43270;Christoph Gruber;M
42354;Cdric Grand;M
52792;Evgeni Ivanov;M
79792;"John ""Johnny"" Miler (Miletich-)";M
49316;Mari Kim Holden (-Paulsen);F
123157;Lorraine Efe Ugen;F
96949;Sarah Jane Price;F
32819;Hseyin Eretin;M
79542;Herman Mignon;M
31342;Tiril Kampenhaug Eckhoff;F
106269;Vasily Savinkov;M
119897;Cynthia Annabelle Thompson;F
56000;Jorge Jottar Mereb;M
121077;John Henry Tooley;M
40450;Robert Anthony Ginnetti;M
126904;Paolo Vittori;M
32864;William Erese;M
75223;Bertram Willie Merrick Markus;M
76143;Vojtech Masn;M
65405;Vladimir Mikhaylovich Kuznetsov;M
105800;Ahmed Sarir;M
95853;Olha Yurivna Poliuk;F
70733;Giovanni Liverzani;M
51534;Magomed Idrisovich Ibragimov;M
98335;Mayumi Raheem;F
74947;Mario Rogelio Margalef Pea;M
120830;Margaret Tollerton;F
119177;Hitoshi Tenma;M
63139;Nina Kostova;F
71140;Hctor Lombard;M
87589;Teresa Nzola Meso Ba;F
73102;Carla MacLeod;F
101254;Franois-Olivier Roberge;M
32662;John Yngve Adolf Engkvist;M
60336;Kim Yeong-Jin;M
34173;Stephen Farrugia;M
40888;Go Saeng-Geun;M
135537;Sawomir Andrzej Zwierzyski;M
70610;Liu Limin;F
96985;Jos Prieto;M
65434;Jan Kvalheim;M
78211;Mei Xiaohan;F
76433;Michael Walter Mathieu;M
54689;Realdo Kenneth Jessurun;M
40037;Adel Gholami;M
106913;"Friedrich Wilhelm Heinrich ""Friedel"" Schirmer";M
99361;Brendon Reading;M
90530;Vctor ngel Pagn;M
104022;Franco Sbato;M
119487;Likeleli Alinah Thamae;F
101721;Carlos Rodrguez Guerrero;M
37026;Stephan Timo Freigang;M
40510;Rodolfo Giovenzana;M
56191;Albert Jud;M
34920;Wasim Feroz;M
132643;Christ Nol Yarafa;M
99604;Luis Regueiro Pagola;M
37506;Yuji Fujimoto;M
69697;Johan Martin Lidberg;M
74864;Harry Byron Marcoplos;M
125455;Vladimir Alekseyevich Vasin;M
126697;Oscar Vias;M
73480;Lara Magoni;F
118169;Agustn Tamames Iglesias;M
83852;Natalie Anne Myburgh (-Gillespie);F
63760;Maria Krasiltseva;F
128451;Wang Guohua;M
112464;Frits Smol;M
42185;"Jurica ""Juraj"" Grabui";M
43151;Michael Gro;M
50117;Jean-Pierre Hoscheid;M
66924;Joseph Lartey;M
128821;Philip Waruinge;M
109014;Wayne William Seybold;M
78392;Marie Melchers;F
119220;"Adrianus Johannes ""Joop"" ter Beek";M
101365;"Leonard David ""Lenny"" Robertson";M
77513;Michael McFadden;M
76333;Shiro Mataki;M
76218;Kylie Jacqueline Masse;F
81231;Edit Molnr;F
52092;Eka Purnama Indah;F
64010;Daniel Kreutzer;M
84819;Georgi Yordanov Naydenov;M
70941;Yekaterina Aleksandrovna Lobysheva;F
120731;Volodymyr Taimurazovych Tohuzov;M
81070;Markta Mokroov (-Bednov);F
87023;Darryl Michael Norwood;M
53448;Abdurahman Jallow;M
123929;Joe Valeni;M
125813;Alessandro Velotto;M
126810;Nicolae Vian;M
55206;Laila Irwi Johansson (-Bielicz);F
88315;Mariya Ohurtsova;F
135237;Gianantonio Zopegni;M
131192;Mariusz ukasz Wlazy;M
126778;Richard Virenque;M
131772;Wu Chongkui;M
126799;Tessa Jane Virtue (-McCormick);F
41227;Carolin Elisabeth Golubytskyi (Wutz-);F
120133;Peter Thuesen;M
109447;Bothloko Shebe;M
95547;Aleksandr Vasilyevich Plyushkin;M
74461;Ibrahim Umar Manik;M
84195;Zoltan Istvan Nagy;M
93715;Uwe Peschel;M
32344;"John Alphonso ""Johnny"" Elliott";M
70796;Lkhagvaagiin Undralbat;M
55970;"Taddeus ""Tad"" Joseph";M
134141;Aleksandr Gennadyevich Zaytsev;M
132639;Antonio Yaqigi;M
115716;Ren Strauwen;M
59281;Mehdi-Selim Khelifi;M
53612;Jang Eun-Gyeong;M
121311;"Riccardo ""Bibi"" Torriani";M
96458;Herman Karel Potgieter;M
79519;Yrj Miettinen;M
31748;Carlos Rodolfo Eiras Annecke;M
133404;Yuan Yu Fang;F
60457;Silvan Kindle;M
93995;Tetiana Hryhorivna Petliuk;F
48617;"Willem Hendrik ""Willy"" Hillen";M
32088;Mahmoud El-Messouti;M
76280;Nikolaos Mastoridis;M
90118;George Matthias Ouma;M
72625;Finn Lynch;M
124723;Jan Thomas Johannes Adrianus van Laarhoven;M
133028;Rajaratnam Yogeswaran;M
113121;Song In-Jun;M
50410;Beata Houb (-Drozd);F
112802;Toma Sokolov;M
40420;Aredio Gimona;M
121007;Zdzisaw Tomylak;M
68813;Aleksandr Leonov;M
66412;Miguel Lang-Lenton Len;M
42928;Sergey Grigoryev;M
131677;Bo Sune Wretling;M
120936;Toshinao Tomie;M
114929;Sten Einar Stensen;M
62150;Antoni Kolczyski;M
43923;Sally Jane Janet Gunnell (-Bigg);F
94534;Pedro Pi Castell;M
91619;Park Tae-Gyeong;M
47970;Ren Herms;M
34044;Phyllis Ann Margaret Fargher (-Sissons);F
110599;Ben Sim;M
59389;Sara Khoshjamal Fekri;F
104090;"David Anthony ""Dave"" Sacco";M
135452;Peter Zupanc;M
80418;Leilani Seamah Mitchell;F
119241;Frank Fridolf Kullervo Terskari (Sthl-);M
51478;Mary Beth Iagorashvili (Larsen-);F
109368;Bradley Shaw;M
82921;Kerstin Mhlner (-Knpfer);F
39141;"Nikoletta ""Niki"" Gavera";F
110105;Aleksey Viktorovich Shved;M
129040;Anita Wawatai;F
121006;Takashi Tomura;M
73523;Mahdi Kamel Sheltagh;M
112230;"David James ""Dave"" Smith";M
65166;Akane Kuroki;F
89126;Donald Onchiri Okayo;M
116426;Roger John Leonard Sumich;M
43318;Willy Fritz Grundbacher;M
68796;Giuseppina Leone (-Paoletti);F
60413;Eri Kimura;F
113171;Snia Maria Roque da Costa;F
132323;Shinji Yamamoto;M
130428;Franz Wilhelm;M
54691;Janet Elizabeth Jesudason (-Stevens);F
126094;Mercedes Vernetta Santana;F
112182;Andrew Smith;M
128274;Martin Eugene Walsh;M
54740;Ji Jeong-Mi;F
56002;Paul Henry Michel Jouanneau;M
36723;"Josefine ""Putzi"" Frandl (-Crotty)";F
46430;Furas Hashim;M
63501;Stanisaw Zygmunt Kowal;M
128030;"Josef ""Sepp"" Walcher";M
122185;"Hiu Wai ""Sherry"" Tsai";F
66287;"Raymond Charles ""Ray"" Land";M
83892;Leonid Oleksiyovych Mykytenko;M
44971;"Carl-Christian ""Calle"" Halfvarsson";M
79044;Walter Messa;M
58601;Majlinda Kelmendi;F
117405;Andrzej Szarmach;M
110978;Marek indler;M
53935;Abdullah Jaroudi, Sr.;M
97020;Vincenzo Prina;M
73836;Mikko Matti Mkel;M
108703;Kyoko Seo;F
121764;Tori Leigh Trees (-Smith);F
67547;Kathleen Ethel Le Rossignol (-Rumball);F
93368;Maikel Antonio Prez Gonzlez;M
68031;Lee Jun-Gil;M
71959;Miroslav Luberda;M
34885;Teresa Fernndez Surez;F
74881;Marcus Vincius Freire Simes;M
133669;Fayez Zaghloul;M
77095;Frank Maziya;M
106285;Yelizaveta Valeryevna Savlinis;F
57173;El-Sayed Mohamed Kandil;M
95128;Alvaro Roberto de Avila Pires;M
87528;Magdalena Nykiel;F
98365;Mohammad Mahfizur Rahman;M
41090;Mehmet Gkcan;M
55647;"Deborah ""Debbie"" Jones (-Hunter)";F
110595;Slvio Malvezi;M
61602;Michael Levring Vestergaard Knudsen;M
107741;"Josef ""Jos"" Schummer";M
85640;Ng Joo Pong;M
54183;Giorgio Jegher;M
120309;Nikolay Tikhomirov;M
91612;Park So-Un;M
80936;Khalil Rashid Mohamed Zadeh;M
44414;Ha Dabateer;M
73929;Goran Maksimovi;M
62101;Maksym Mykolaiovych Kokosha;M
53196;Jacklord Bolaj Jacobs;M
67339;Wendell Lawrence;M
133673;Jzef Zagor;M
74012;"Magdalena Georgieva ""Maggy"" Maleeva";F
98317;Paolo Ragosa;M
62502;Takanori Kono;M
129266;Karl Sune Wehlin;M
71147;Giovanni Lombardi;M
70948;Ugo Locatelli;M
34520;Monika Feldmann;F
129373;Donna L. Weinbrecht;F
119415;Bert Teuchert;M
98670;Roberto Pascasio Ramrez Hernndez;M
108521;Jana Semeck;F
96998;Miloslav Phoda;M
117777;Michelle Taggart;F
97814;Kristine Lora Quance (-Julian);F
90114;Sid'Ahmed Ould Mohamedou;M
84386;Takeyuki Nakayama;M
32733;Ivan Enstad;M
112849;Adrin Francisco Napoleon Solano Snchez;M
114809;Manfred Steiner;M
36626;Lucas Frana;M
61774;Lucien Koch;M
65280;Rita Kuti Kis;F
127629;Matja Vrhovnik;M
108749;Andreas Seppi;M
71790;David Lowe;M
129173;Craig Webster;M
32465;"Hendrik ""Henk"" Elzerman";M
68143;Lee Seung-Il;M
100948;Olavi Osvald Rinteenp;M
62216;Olha Oleksivna Kolkova (-Baitaliuk);F
112123;Marie mdov;F
55150;Axel Allan Johansson (-Jungerd);M
48828;Rachel Clare Hirst;F
68611;Gwendolyn Lemaitre;F
43528;Antoinette Joyce Guedia Mouafo;F
130347;Erik Wijmeersch;M
111826;Yekaterina Yuryevna Skudina;F
39102;Terrell Gausha;M
37934;Chryste Dionne Gaines;F
97715;Dana Pyritz;F
118650;Blair Tarrant;M
100632;Dianna Jeanette Rickard (-van Hamburg);F
41494;David Gonzalez;M
125890;Tisha Lea Venturini;F
63273;Dimitrios Kougevetopoulos;M
108842;Georges Pierre Joseph Serlez;M
44668;Reinhard Hfner;M
37389;Hege Kirsti Frseth (-Bjrnebye);F
46777;"Stanley ""Stan"" Hawkins";M
80275;Gisele Mir;F
32699;Konrad Enke;M
62733;Erich Korbel;M
72124;Jorge Lugo Lugo;M
33126;Sergi Escobar Roure;M
91891;Didier Pasgrimaud;M
74398;"Gianfranco ""Franco"" Manfroi";M
50263;Said Housni;M
99307;Milena Rzgov;F
69015;"Jocelyn Mavis ""Joyce"" Lester";F
111936;Gennady Pavlovich Slepnyov;M
76286;Mariano Nicols Mastromarino;M
73630;Frank Martin Maichle;M
97613;Alexander Pusch;M
87040;Aleksandr Nosov;M
97204;August Prosenik;M
99317;Ghulam Raziq;M
55710;Murray Selwyn Jones;M
68527;Romrio Martins Leito;M
48024;Ingrid Johana Hernndez Castillo;F
35748;Christian Flebbe Roeglim;M
74262;Vladimirs Mamonovs;M
120581;Anton Tk;M
86310;Valentina Gennadyevna Nikonova;F
135416;Star Zulu;M
75815;Modesto Martnez Ramos;M
66026;Sarra Lajnef;F
105819;Aarn Sarmiento Padilla;M
34543;Paul Felinger;M
89262;Stefan Opatril;M
65035;Andr Knzi;M
130912;"Frederick Loren ""Fred"" Wilt";M
36468;Oleg Fotin;M
93310;Fernanda Prez;F
74481;Alexander Mann;M
115012;Pavel tercl;M
128702;Harry Warburton;M
43244;Alfred Groyer;M
33870;Gbor Faldum;M
55493;Kim Emil Jrgen Johnsson;M
49527;Annelie Birgitta Holmstrm (-Norling);F
40284;"Virginia Anne  ""Ginny"" Gilder";F
134727;Zheng Dongmei;F
35792;Jane Christina Flemming;F
69464;Qian Li;F
129279;Silke Wehrmeister;F
52960;Yuji Iwaoka;M
31991;El-Mehdi El-Ghazouani;M
38691;Roberto Garca Garca;M
63434;Yuriy Volodymyrovych Koval;M
89344;Hamid Oraibi;M
34950;Omar Teodoro Ferrari;M
134448;Zhang Fengliu;F
87128;Patrick Novaretti;M
38701;Soraya Garca Leite;F
68033;Lee Jun-Hwan;M
58949;Szvetlana Keszthelyi (Pupiscseva-);F
53889;Maria Lucrcia Jardim;F
40877;Go Gi-Hyeon;F
99109;Sanchai Ratiwatana;M
96258;Hugo Cardoso Porfrio;M
129233;Dharmasiri Weerakoon;M
102059;Bertrand Roin;M
107316;"Henri Carel Willem ""Hans"" Schnitger";M
81943;Daniel Euclides Moreno;M
119495;Jungle Thangata;M
92623;Erik Hovald Pedersen;M
130379;Mateusz Wilangowski;M
99104;Siriroj Rathprasert;M
83960;Hassan Mzonge;M
45776;Marcel Hansen;M
129054;Karl Wazulek;M
92934;Adelso Pea Terusi;M
122370;Unoko Tsuboi;F
40293;Maureen Patricia Giles (-Monckton);F
102277;Pyotr Romashkin;M
80335;Aleksey Mishin;M
65770;Jessie Khing Lacuna;M
102047;Udo Rhrig;M
70668;Liu Xirong;F
54136;Petra Jebram (-Berchtold);F
53524;Ugo Jametti;M
50160;Susumi Hosoya;M
93116;Albano Pera;M
133856;Slaven Zambata;M
68908;Valdir Lermen;M
77066;Floyd Joy Mayweather, Jr.;M
95890;Luk Pollert;M
87814;"elimir ""eljko"" Obradovi";M
70620;Liu Ou;F
135193;David Zogg;M
108174;Pavel Sedlek;M
133820;Gbor Zalai;M
85922;Scott Niedermayer;M
32418;Per Eilert Elofsson;M
72196;Yekaterina Vladimirovna Lukichova-Smirnova;F
83747;Marid Kamilyevich Mutalimov;M
83680;Milan Mukatirovi;M
85583;Joy Ernestine Newman;F
77554;Nicola McGivern;F
59161;Mohammad Mohammad Khan;M
131139;"Russel S. ""Russ"" Witherby";M
108870;David Wladimir Serradas Surez;M
88134;Jolanta Ogar;F
73519;Charumai Mahawat;M
59232;Bhagawati Khatri Chhetri;F
41130;Erich Goldmann;M
40956;Damien Godet;M
109138;Muhammad Shahid;M
81227;Albin Molnr;M
119202;Helmut Tepasse;M
39136;Petya Gavazova;F
39756;Harry Ted Geris;M
95232;Tero Kristian Pitkmki;M
77995;Mary Terstegge Meagher (-Plant);F
78846;Adolphe Ch. Mercier;M
101323;Stevon E. Roberts;M
48791;Motohiro Hirobe;M
44428;Ha Ui-Geon;M
101949;"Alfred Harold Douglas ""Doug"" Rogers";M
82463;Juana Mosquera Dohrmann;F
51987;Felix Imadiyi;M
37874;Beatrice Gafner;F
95024;Tjaa Pintar;F
39094;Philippe Gaumont;M
95676;Toivo Pohjala;M
79884;"David Stanley ""Dave"" Miller";M
51740;Robert Ihly;M
62309;"Alexandra ""Alexa"" Komarnycky";F
96783;Diane Pratte (-Acton);F
81285;Yevgeny Momotkov;M
76303;Takashi Masuda;M
80075;Min Chunfeng;F
125420;Troyanka Vasileva;F
31436;Susan Stewart Edmondson;F
89852;"Andreas ""Anderl"" Ostler";M
39241;Konrad Piotr Micha Gaka;M
33642;Aleksandar Fabijani;M
75316;Baltasar Mrquez Rodrguez;M
32164;Mohamed El-Shakeri;M
44155;Carlos Jos Gutirrez Padilla;M
68302;Viktor Legt;M
121569;Hisakichi Toyoda (-Minejima);M
87837;Michael Obst;M
90460;Stanisaw Paczka;M
126867;Sunil Sowmarpet Vitalacharya;M
123572;Oleksandr Oleksandrovych Usik;M
120061;Robyn Jean Thorn (-Risson-Nock);F
104401;douard Henri Joseph Charles Saint-Poulof;M
35293;Jens Filbrich;M
132570;Yang Yong;M
50899;Andr Huguenin;M
32842;Mria rdi;F
63751;Vclav Krsa;M
121086;Linda Toorop (-Moor);F
75086;Serghei Mariniuc;M
91617;Park Suk-Ja;F
64511;Grzegorz Kubiak;M
127569;"Matthaios ""Manthos"" Voulgarakis";M
33027;Kalev Ermits;M
51390;Hwang Seok-Ho;M
56241;Max Julen;M
100968;Marcelo Andrs Ros Mayorga;M
115455;Arnold Vincent Stone;M
130878;Peter Wilson;M
53478;Godday James;M
63332;Andreas Kouvelogiannis;M
64344;Nikolay Konstantinovich Kruglov;M
98421;"Johannes ""Hannes"" Rainer";M
66118;Gianluca Lamaro;M
44739;Hans Lennart Hggroth;M
133493;Yun Won-Chol;M
80922;Noura Mohamed;F
47183;Raoul Louis Heide;M
99619;Karl Julius Rehborn;M
38222;"Edward G. ""Ed"" Gamble";M
77106;Hodei Mazquiarn Uria;M
108611;Celal ener;M
33857;Mnica Jacqueline Falcioni Costa;F
115275;Kristofer Leo Stivenson;M
101742;Eduardo Ivn Rodrguez Ramallo;M
60508;"Trevor ""Treva"" King";M
50172;Martin Hostk;M
102943;douard Rouland;M
113246;Sixto Soria Cabrera;M
86578;Kiyomi Niwata;F
52791;Edvin Ivanov;M
73948;Moses Malagu;M
74447;Bertram Wesley Manhin;M
84651;Shahin Nassiri Nia;M
122527;Emmanuel Tuffour;M
117485;Ildik Szendrdi-Kvri (Szeiler-);F
47850;Kurt Herbst;M
130346;Douglas Erik Valdemar Wijkander;M
102906;Otto Rottman;M
84116;Gerd Nagel;M
107333;Kurt Schbel;M
83207;Marina Vladimirovna Mulyayeva;F
48308;Kelly Heuchan;F
125526;Julien Vauclair;M
80133;Peter Minder;M
99521;"Matthew John ""Matty"" Reed";M
71401;Juana Evelyn Lpez Luna;F
96302;Charles Michael Porter;M
46431;Jalil Hashim;M
108418;Eran Sela;M
111385;Siripong Siripool;M
103605;Colin Russell;M
101538;Rafael Rocha Ramirez;M
83188;"Jeffrey Vincent ""Jeff"" Mullins";M
130455;"Thomas Peter ""Tom"" Wilkens";M
83696;Damiano Ngwila Musonda;M
71864;Zhanna Yevhenivna Lozumyrska;F
119374;Amousse Tessema;M
55792;Kelly Maria Jonker;F
114770;Karl Steinbach;M
51752;Yoshio Iimuro;M
60428;David Kimutai Rotich;M
115968;Marina Guryevna Studneva (Babenko-);F
115538;Rebekah Ashley Stott;F
32233;Attila Elek;M
62237;Walter Kollmann;M
57248;Chalit Kanitasut;M
68352;Ana Roxana Lehaci;F
135107;Andreas Ziro;M
132732;Roman Yazvinskiy;M
123251;Carlota Ulloa;F
127325;Sandra von Giese;F
92457;Marcelo Enrique Pazos;M
113649;Josef Span;M
40109;Stavros Giannopoulos;M
35159;Lenka Fickov;F
103989;Aleksanteri Saarvala (Schabarin-);M
112368;Phylis J. Smith (-Watt);F
94117;Lyubomir Petrov;M
35050;"Charles Thompson ""Chuck"" Ferries";M
65783;Jrat Ladaviit;F
88020;ke dmark;M
95407;"Susan Mary ""Sue"" Platt";F
80770;Yukio Mochizuki;M
119683;mile Thienpondt;M
64389;Mykola Krupnyk;M
32696;Sofia Lovisa Engstrm;F
41189;Olga Gllner (Gecz);F
105428;Clive Saney;M
34814;Francisco Javier Fernndez Pelez;M
113364;Flipe Soto Alvrez;M
94767;Monique Pitri;F
87460;Suleiman Nyambui;M
39966;Nagi Ghazi Moursine;M
81205;Ganesh Mollerapoovayya;M
110196;Rachid Sidib;M
50091;Jzsef Horvth;M
51597;Liliana Ichim (-Mureanu);F
115911;Rolf Greger Strm;M
51762;Kazuko Ikeda;F
102848;Michael Roth;M
130267;Nelly Wies-Weyrich;F
45550;"Susanne ""Susi"" Handschmann";F
102031;Mara Clara Rohner;F
86458;Hideo Ninomiya;M
